Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
3,2010-10-16,Possible K-cup Problem,"The taste is fine, but the K-cup container has opened at the seal during the brewing process on more than one occasion, resulting in a mouthful of coffee grounds!  I have never had this happen with any other brand of K-cup before and hope it is not the norm for Wolfgang Puck.",Neutral,0.6749,Positive
1,2012-03-15,Package and shipping issue,"I rarely leave negative feedback, but I was shocked by how this product was packaged.  I understand that it is dog food, but a little more time and thought could have gone a long way and not have caused me the pain of what I experienced when the box was opened.  First, the box was the same size as the bag of dog food and had no additional packing.  I'm fairly certain the bag was opened or starting to open prior to being packaged and shipped.  Needless to say, when the package arrived via UPS, I opened it in the garage and the contents of the bag went everywhere.  Half of the bottom of the bag was open.  I lost at least half of the bag.  In addition, I don't know how long the bag was sitting opened.  It's probably not an issue with dry dog food, but you never really know.  All I can say is I wouldn't buy an opened bag of dog food at the pet store.  What I intended as a convenience of having this brand of dog food shipped directly to me, turned into a wasted amount of food and a lot of clean up.  I gave a shipping review to Amazon last week, but there was never any ""I am sorry for your inconvenience"" or any other type of apology.  I'm gathering these reviews are only spot checked.<br />The Wellness dog food itself seems to be a high quality dog food that my dogs enjoy.  I'm just very reluctant to purchase this through Amazon again.  If I would have thought of it at the time, I would have taken some pictures and posted them online. I was so irritated and it's just not worth the time for this particular product to do a RMA.  Buyer beware.",Negative,-0.9112,Negative
5,2012-04-30,Best food for sensitive tummies,"Since we first got our dog, a Siberian Husky named River, she always have reactions to everything. She first had a reaction to the chicken in the puppy food. Salmon was good for a while but only a certain kind. We've always had her on Blue Buffalo and our other dogs as well but it was causing too many issues. We found this brand and slowly introduced it into her bland diet per the vet's instructions and no problems yet! She only poops about twice a day & our other 2 dogs (corgis) are about to be switched to it since they poop 4-5 times a day! On the plus side as well that it's cheaper than Blue Buffalo!",Positive,0.8412,Positive
5,2007-01-12,Succulent and juicy!,Big Franks are the best vegetarian frank that I have ever tried. They taste far better than real meat weiners. They have a somewhat soft texture and could be easily broken down and used in a casserole or some other recipe. They come in a broth that could also be used to add flavor to recipes. I dare anyone to who hates meat analogues to not be pleased with this product. I can't say enough about Big Franks!,Positive,0.3369,Positive
5,2008-12-12,My cat actually loves it......,"...and he hates everything. I fed my cat Iam's for years, because his vet reccomended it and therefore I figured it must be the best for him, but after the cat food scare, I wanted to get out of all the traditional brands. The vet reccomended another brand, which I cannot think of the name right now... that you can buy at PetSmart. It was pretty pricey - about $28 for a 64 oz bag. My cat hated it, he refused to eat it, and it looked wooden.But I took him to a playdate at a friends and he has this habit of eating out everyone's bowl and came across Newman's Own in his friend's food bowl. He loved it! My friend sent me home with enough to transition him and I ordered a bag instantly from Amazon. And if you are looking to go organic with your kitty, comparatively, the price for Newman's Own is right. Much cheaper than those in the same class.",Positive,0.8478,Positive
5,2008-05-27,Very good flavor,"When my box arrived, I tried out this mix to see if it was going to be the same weak concoction that all mixers seem to be.  Not so with this mix!  I was surprised at the strenth of flavor!  Now, I want to say that I make ""Rum-ritas"" with 151 rum.  So the strength of the alcohol usually washes out any flavor a mix would have.  I could not taste the rum like I do with other mixers!  And while this may be good for me, all guys know that a drink has to have good flavor for the girls!  Also, I can take this mix overseas and pack it in my suitcase because it is in powder form.  And lastly, it is a great idea for those of us on the Atkins or low carb diet.  They say that there will be more flavors coming soon.",Positive,0.9354,Positive
5,2012-08-10,great treat! not too smelly,"For a picky boxer that doesn't like or eat many treats, she is addicted to these!  They aren't very chalky or too smelly and she enjoys the hard but soft enough texture for her big mouth/small teeth combo :)  These treats also don't leave any residue on the carpet which is very nice.",Positive,0.8764,Positive
1,2012-10-09,Terrible ...,"These are the worst tasting BBQ Vienna sausages, no wonder the price was cheaper..<br />Recommend Armour only..sorry LIBBYs, this is not that great",Negative,-0.8623,Negative
5,2011-04-01,My Cats love this stuff!!,"I have a cat who is allegic to several commonly found products in most cat food.  This food is great for all of my cats, especially this problem feeder.",Positive,0.1598,Positive
5,2012-03-29,Brilliant Sweets!,Been looking for natural xylitol sweets for some time now. These are wonderful. I have a daughter who cannot have sugar and this is a wonderful treat. All three of my kids give rave reviews.,Positive,0.9413,Positive
5,2011-12-06,these are great!,"I made my now 2.5 year old son's first baby foods, but quickly found that homemade purees weren't exactly easy to take out and about - they had to be kept refrigerated or frozen, then warmed to a comfortable temperature, then spooned into baby's mouth, or handed over to a toddler who enjoys tipping over bowls and banging messy spoons. Definitely more difficult than I wanted when trying to feed my little one on the go. I needed an easier option, and found it in these Mashups pouches. No utensils needed. No refrigeration needed (though they're great chilled, or even partly frozen, during the summer months). They even encourage independence in babies who can hold the pouches themselves for self-feeding. And of course, they're jam-packed with fruit and veggies and nothing else. Awesome! From a mom's point of view, how can you go wrong with a snack that's organic, natural, and so easy to bring on-the-go?<br /><br />I keep a stash of them in my diaper bag for when we're on-the-go, and I've been known to grab one for myself from time to time! But they're not just mom-approved. My son really enjoys these, too. He's been eating them since his baby days, and continues to love slurping them as snacks. I keep a bunch of them in a ""snack basket"" (along with cookies, crackers, and other goodies) - my little guy knows he can take something from there anytime he wants a snack. He brings me a pouch to open more often than he grabs cookies! His current favorite flavor is the Beetbox Berry ""red ones!"" but he enjoys all the Mashups flavors.<br /><br />Best of all, I get them here at Amazon with the Subscribe & Save discount - the price here can't be beat.",Positive,0.9882,Positive
